"sid","mode","orbit","cloud_flag","quality_flag","time","sif740_D","sif757_D","sif771_D","sif740","sif740_U","sif757","sif757_U","rad757","sif771","sif771_U","rad771","lon_1","lon_2","lon_3","lon_4","lat_1","lat_2","lat_3","lat_4","sza","saa","vza","vaa","pa","raa","humidity","surface_pressure","temp_skin","temp_2m","vpd","wind","igbp_class","percent_cover","lai_cop","incoming_sw_era5","incoming_direct_era5","incoming_diffuse_era5"
2020061714405331,3,6359,0,0,2020-06-17 14:41:03,1.09417915344238,0.462434768676758,0.664313316345215,2.06148338317871,0.407829284667969,0.871248245239258,0.351906776428223,100.160041809082,1.25159740447998,0.276365280151367,96.8161392211914,-90.5724487304688,-90.5491943359375,-90.5535278320312,-90.5768432617188,45.4061889648438,45.41650390625,45.43310546875,45.4227905273438,46.2365112304688,100.864379882812,20.4588623046875,176.744201660156,-44.7946030427365,75.8798217773438,0.00918674468994141,97282.296875,295.157684326172,294.921905517578,1177.37841796875,5.69353103637695,4,100,5.844,951.188,849.281,101.907
2020061714405332,3,6359,0,0,2020-06-17 14:41:03,1.13174057006836,0.778833389282227,0.486769676208496,2.13236427307129,0.393592834472656,1.46743583679199,0.335302352905273,91.8245391845703,0.917144775390625,0.269136428833008,94.1424865722656,-90.5769653320312,-90.5536499023438,-90.557861328125,-90.5813598632812,45.4237060546875,45.4340209960938,45.45068359375,45.4403076171875,46.2427368164062,100.877197265625,20.6987915039062,176.58837890625,-44.7674257961578,75.711181640625,0.00920200347900391,97326.8515625,295.14599609375,294.935882568359,1176.62512207031,5.71052551269531,4,100,5.743,951.188,849.281,101.907
2020061714405333,3,6359,0,0,2020-06-17 14:41:03,1.24695491790771,0.865904808044434,0.531134605407715,2.34917068481445,0.37287712097168,1.6313009262085,0.321395874023438,90.8995361328125,1.00061798095703,0.25287914276123,93.0402679443359,-90.5816040039062,-90.55810546875,-90.5623168945312,-90.5860595703125,45.4413452148438,45.45166015625,45.4683837890625,45.4579467773438,46.2490844726562,100.890075683594,20.9412231445312,176.432434082031,-44.7402583034059,75.5423583984375,0.00921726226806641,97374.1015625,295.134155273438,294.951080322266,1175.91723632812,5.72761535644531,14,100,5.615,951.188,849.281,101.907
2020061714405334,3,6359,0,0,2020-06-17 14:41:03,0.887414932250977,0.84837532043457,0.223230361938477,1.67163181304932,0.365608215332031,1.5980920791626,0.317702293395996,94.3934326171875,0.420500755310059,0.246485710144043,96.2864761352539,-90.5862426757812,-90.5625,-90.5668334960938,-90.5906982421875,45.458740234375,45.4691772460938,45.48583984375,45.475341796875,46.2554321289062,100.902709960938,21.1803588867188,176.279418945312,-44.7135541826278,75.376708984375,0.00917148590087891,97280.3984375,295.122528076172,294.909515380859,1177.78271484375,5.74427604675293,4,100,5.676,951.188,849.281,101.907
2020061714405335,3,6359,0,0,2020-06-17 14:41:03,1.1135721206665,0.787290573120117,0.464981079101562,2.09740543365479,0.367445945739746,1.48285675048828,0.319737434387207,98.7891464233398,0.875789642333984,0.247474670410156,98.6661911010742,-90.5907592773438,-90.56689453125,-90.5711669921875,-90.59521484375,45.4758911132812,45.486328125,45.5031127929688,45.4925537109375,46.26171875,100.915222167969,21.4166870117188,176.131713867188,-44.6881606007751,75.2164916992188,0.00910186767578125,97130.9453125,295.111053466797,294.845031738281,1180.50451660156,5.76061344146729,5,100,5.36,951.188,849.281,101.907
2020061714405336,3,6359,0,0,2020-06-17 14:41:03,1.17750358581543,0.944910049438477,0.416729927062988,2.21756076812744,0.383731842041016,1.7795238494873,0.332858085632324,100.669372558594,0.784815788269043,0.25904369354248,99.2834930419922,-90.595458984375,-90.5714111328125,-90.57568359375,-90.5999145507812,45.4933471679688,45.5038452148438,45.5206909179688,45.5100708007812,46.2681274414062,100.927856445312,21.65625,175.9833984375,-44.662732217821,75.0555419921875,0.00904273986816406,96993.796875,295.098052978516,294.785095214844,1182.13818359375,5.74003219604492,14,100,5.366,951.188,849.281,101.907
2020061714405337,3,6359,0,0,2020-06-17 14:41:03,0.648180961608887,0.578100204467773,0.190760612487793,1.22055721282959,0.392444610595703,1.08859252929688,0.345685005187988,99.3589477539062,0.359211921691895,0.261876106262207,98.4625625610352,-90.600341796875,-90.5761108398438,-90.5801391601562,-90.6045532226562,45.5111694335938,45.521728515625,45.5377807617188,45.527099609375,46.2745971679688,100.940368652344,21.8955078125,175.836730957031,-44.6377345991716,74.8963623046875,0.00895309448242188,96774.6796875,295.083435058594,294.690979003906,1184.18225097656,5.67705154418945,14,100,5.126,951.188,849.281,101.907
2020061714405338,3,6359,0,0,2020-06-17 14:41:03,1.03137683868408,0.897539138793945,0.31842041015625,1.94190406799316,0.411043167114258,1.68990993499756,0.359640121459961,96.6002731323242,0.599530220031738,0.275702476501465,97.5611038208008,-90.605224609375,-90.580810546875,-90.5848388671875,-90.609375,45.5286865234375,45.5393676757812,45.555419921875,45.544677734375,46.2811279296875,100.953063964844,22.1366577148438,175.692993164062,-44.6138179139609,74.7399291992188,0.00884151458740234,96501.8359375,295.068572998047,294.573669433594,1186.89831542969,5.61257362365723,14,100,5.414,951.188,849.281,101.907
2020061719314037,3,6362,0,0,2020-06-17 19:31:50,0.700315475463867,0.366171836853027,0.378388404846191,1.66682624816895,0.424027442932129,0.871527671813965,0.372297286987305,116.677215576172,0.900604248046875,0.283656120300293,114.420944213867,-91.5,-91.4730834960938,-91.4520874023438,-91.4789428710938,47.1727294921875,47.16357421875,47.1730346679688,47.1821899414062,29.1821899414062,222.818237304688,30.6057739257812,289.552917480469,-31.8426106208593,66.7346801757812,0.0105876922607422,98092.703125,290.585113525391,294.869537353516,938.90087890625,5.14880084991455,5,100,6.234,930.656,833.609,97.0469999999999
2020061719314038,3,6362,0,0,2020-06-17 19:31:50,0.950372695922852,0.67143726348877,0.397150993347168,2.26158237457275,0.445646286010742,1.59780406951904,0.38913631439209,115.119346618652,0.94509220123291,0.299363136291504,114.093536376953,-91.4769897460938,-91.4501342773438,-91.4288940429688,-91.4560546875,47.1832885742188,47.1741333007812,47.1835327148438,47.1928100585938,29.2006225585938,222.843139648438,30.7247924804688,289.148864746094,-31.728120355656,66.3057250976562,0.0105514526367188,98092.125,290.4189453125,294.788940429688,931.676025390625,5.07483005523682,5,100,6.059,930.656,833.609,97.0469999999999
2020061719314071,3,6362,0,0,2020-06-17 19:31:50,0.63944149017334,0.499341011047363,0.235498428344727,1.52346801757812,0.386112213134766,1.18967819213867,0.335897445678711,88.501838684082,0.561075210571289,0.260093688964844,87.1868515014648,-91.6103515625,-91.5833740234375,-91.5615844726562,-91.5887451171875,47.10107421875,47.0919189453125,47.1017456054688,47.1110229492188,29.0789794921875,222.725280761719,29.9118041992188,292.047119140625,-32.5292948653276,69.3218383789062,0.0107431411743164,98160.6015625,291.241943359375,295.167816162109,961.283569335938,5.58004188537598,5,100,5.114,935.531,837.656,97.875
2020061719314073,3,6362,0,0,2020-06-17 19:31:50,0.913476943969727,0.743107795715332,0.316575050354004,2.17558288574219,0.41274356842041,1.76982116699219,0.357891082763672,113.692924499512,0.753970146179199,0.278704643249512,114.379531860352,-91.5645141601562,-91.5372924804688,-91.515380859375,-91.5430297851562,47.1219482421875,47.1126708984375,47.1226196289062,47.1318969726562,29.1156005859375,222.776123046875,30.1395263671875,291.208740234375,-32.2920258895124,68.4326171875,0.0106782913208008,98194.953125,290.786468505859,294.963409423828,937.974853515625,5.42037487030029,5,100,5.596,934.202,836.553,97.649
2020061719314074,3,6362,0,0,2020-06-17 19:31:50,0.827322959899902,0.669951438903809,0.288763999938965,1.97004413604736,0.39745044708252,1.59530639648438,0.345504760742188,113.929481506348,0.687612533569336,0.267877578735352,112.934837341309,-91.5418701171875,-91.5143432617188,-91.4923095703125,-91.5197143554688,47.13232421875,47.123046875,47.1329345703125,47.1421508789062,29.1338500976562,222.801086425781,30.25390625,290.795715332031,-32.1749158995539,67.99462890625,0.0106916427612305,98445.5078125,290.579040527344,295.065521240234,947.905395507812,5.34274291992188,1,100,6.198,930.785,833.716,97.069
