"sid","mode","orbit","cloud_flag","quality_flag","time","sif740_D","sif757_D","sif771_D","sif740","sif740_U","sif757","sif757_U","rad757","sif771","sif771_U","rad771","lon_1","lon_2","lon_3","lon_4","lat_1","lat_2","lat_3","lat_4","sza","saa","vza","vaa","pa","raa","humidity","surface_pressure","temp_skin","temp_2m","vpd","wind","igbp_class","percent_cover","lai_cop","incoming_sw_era5","incoming_direct_era5","incoming_diffuse_era5"
2020061216591937,3,6283,0,0,2020-06-12 16:59:29,0.0777177810668945,0.0494613647460938,0.0361089706420898,0.181151390075684,0.227740287780762,0.115287780761719,0.200039863586426,34.9068374633789,0.0841646194458008,0.152300834655762,32.8118438720703,-106.830993652344,-106.809814453125,-106.807983398438,-106.828247070312,39.34033203125,39.3541259765625,39.3753662109375,39.362548828125,31.5047607421875,111.290222167969,35.9137573242188,217.762145996094,-52.871408845583,106.471923828125,0.00386524200439453,76230.484375,292.923767089844,296.711456298828,2432.89697265625,1.3554859161377,1,100,1.814,861.812,771.828,89.984
2020061216591938,3,6283,0,0,2020-06-12 16:59:29,0.353305816650391,0.400143623352051,0.0472869873046875,0.823440551757812,0.312012672424316,0.93260383605957,0.27034854888916,55.5149345397949,0.110210418701172,0.210800170898438,57.0102081298828,-106.828369140625,-106.808471679688,-106.810424804688,-106.830688476562,39.3646240234375,39.3770751953125,39.3946533203125,39.3818359375,31.512939453125,111.320678710938,36.0819702148438,217.452880859375,-52.8823261383528,106.132202148438,0.00368595123291016,75566.5078125,293.125457763672,295.894378662109,2318.53466796875,1.35473251342773,1,100,2.573,859.167,769.206,89.961
2020061216591971,3,6283,0,0,2020-06-12 16:59:29,0.0925779342651367,0.285412788391113,-0.107983589172363,0.215953826904297,0.314773559570312,0.665773391723633,0.274515151977539,59.2267112731934,-0.251889228820801,0.211647033691406,59.0263023376465,-106.81005859375,-106.787658691406,-106.78955078125,-106.808227539062,39.2266235351562,39.2415161132812,39.2597045898438,39.2483520507812,31.4486083984375,111.138000488281,34.9131469726562,219.660522460938,-52.7922998327566,108.522521972656,0.00396347045898438,74301.375,291.835754394531,294.29052734375,2035.03479003906,1.38124752044678,1,100,4.037,861.812,771.828,89.984
2020061216591972,3,6283,0,0,2020-06-12 16:59:29,0.103936195373535,0.199283599853516,-0.0404682159423828,0.242386817932129,0.300786018371582,0.464743614196777,0.254600524902344,54.9687843322754,-0.0943746566772461,0.206578254699707,56.3292999267578,-106.808227539062,-106.789428710938,-106.790405273438,-106.808715820312,39.2493286132812,39.2608642578125,39.2799682617188,39.2689819335938,31.4568481445312,111.164978027344,35.0762939453125,219.339416503906,-52.8019594498217,108.174438476562,0.00351142883300781,72251.6953125,292.005279541016,291.762573242188,1736.39086914062,1.37714195251465,1,100,4.222,861.812,771.828,89.984
2020061216591973,3,6283,0,0,2020-06-12 16:59:29,0.238170623779297,0.139849662780762,0.118474006652832,0.555384635925293,0.264266014099121,0.326112747192383,0.226853370666504,47.1106986999512,0.276266098022461,0.179741859436035,46.7288246154785,-106.808776855469,-106.79052734375,-106.791320800781,-106.811218261719,39.2700805664062,39.281005859375,39.3004150390625,39.2879028320312,31.4647827148438,111.194763183594,35.2427368164062,219.017456054688,-52.8116869373269,107.822692871094,0.00308322906494141,70076.109375,292.187164306641,288.994445800781,1452.28820800781,1.37430763244629,1,100,2.542,861.812,771.828,89.984
2020061216591974,3,6283,0,0,2020-06-12 16:59:29,0.0523223876953125,0.161850929260254,-0.0613908767700195,0.121999740600586,0.241568565368652,0.377384185791016,0.209033966064453,42.7223739624023,-0.143144607543945,0.163363456726074,42.4776153564453,-106.811096191406,-106.791381835938,-106.791259765625,-106.811401367188,39.2889404296875,39.3013305664062,39.3216552734375,39.3088989257812,31.4724731445312,111.22607421875,35.4082641601562,218.701782226562,-52.8212612023061,107.475708007812,0.00299263000488281,69595.015625,292.373809814453,288.436828613281,1401.57434082031,1.37235260009766,1,100,2.204,861.812,771.828,89.984
2020061216591975,3,6283,0,0,2020-06-12 16:59:29,0.297101974487305,0.185103416442871,0.140688896179199,0.692694664001465,0.246597290039062,0.431568145751953,0.212867736816406,45.6923789978027,0.32801628112793,0.167058944702148,44.020751953125,-106.811218261719,-106.791015625,-106.790649414062,-106.810668945312,39.3096313476562,39.3224487304688,39.3431396484375,39.3305053710938,31.4796142578125,111.260314941406,35.57421875,218.3935546875,-52.8314616769452,107.133239746094,0.00323390960693359,71746.3984375,292.567321777344,291.117828369141,1686.07287597656,1.37163734436035,1,100,2.461,861.812,771.828,89.984
2020061216591976,3,6283,0,0,2020-06-12 16:59:29,0.244269371032715,0.148959159851074,0.117822647094727,0.56947135925293,0.251326560974121,0.347270965576172,0.215463638305664,45.0646820068359,0.274682998657227,0.171098709106445,42.6084632873535,-106.810668945312,-106.79052734375,-106.787231445312,-106.809692382812,39.3314208984375,39.3441162109375,39.3677978515625,39.3528442382812,31.4869384765625,111.294860839844,35.7427368164062,218.082824707031,-52.8418272465955,106.787963867188,0.00357151031494141,74098.3125,292.762420654297,294.068298339844,2048.70263671875,1.37066745758057,1,100,2.062,861.812,771.828,89.984
2020061216592004,3,6283,0,0,2020-06-12 16:59:29,0.204540252685547,0.0344438552856445,0.15885066986084,0.476983070373535,0.240483283996582,0.080322265625,0.205662727355957,43.0834732055664,0.370436668395996,0.163998603820801,40.9936256408691,-106.791320800781,-106.768249511719,-106.769165039062,-106.791015625,39.3013305664062,39.31689453125,39.3363037109375,39.3218994140625,31.4606323242188,111.275268554688,35.4108276367188,218.716430664062,-52.8022234725984,107.441162109375,0.00327587127685547,71798.234375,292.459075927734,291.210296630859,1693.00317382812,1.39308929443359,1,100,2.394,861.812,771.828,89.984
2020061216592006,3,6283,0,0,2020-06-12 16:59:30,0.156596183776855,0.217046737670898,-0.00550079345703125,0.36512279510498,0.281207084655762,0.506070137023926,0.241448402404785,54.9768486022949,-0.0128259658813477,0.191234588623047,54.6433792114258,-106.790283203125,-106.76611328125,-106.767517089844,-106.787170410156,39.3444213867188,39.3610229492188,39.380126953125,39.3678588867188,31.4749755859375,111.345703125,35.74609375,218.097900390625,-52.8228102313752,106.752197265625,0.00389480590820312,76344.4453125,292.815948486328,296.875152587891,2457.4453125,1.38797283172607,1,100,2.172,861.66,771.677,89.9829999999999
